fbID,page,code,nb,media
122351561147530,Big Sugar,BigSugarMusic,4,
12370169665,Love Inspired Books,LoveInspiredBooks,4,
124220227685083,Stéphanie Bédard,StephanieBedardOfficiel,4,
124234375644634,Water Drinking Club,waterdrinkingclub,4,
124292024251961,Gladius,leseditionsgladius,4,
124623407628560,Banque Nationale,banquenationale,4,
124894254766,LCI Bogotá,LCI.Bogota,4,
124965127572661,LeelaLicious,LeelaLicious,4,
125707087451644,Les Pictogrammes,lespictogrammes,4,
126116337034,Bobby Bazini,bobbybaziniofficial,4,
1262745770528464,Adnan Ul Haq,AdnanUlHaqOfficial,4,
126278810792993,Kamloops This Week,kamloopsthisweek,4,
126728855936,CLAC,clacunion,4,
12684393342,Radio Pirate,jefffillionradio,4,media
128107810566579,SAIL,SAILpleinair,4,
128123451423,Red Deer Advocate,RedDeerAdvocate,4,media
129084380484268,FM93 Québec,fm93quebec,4,media
129979047086710,Fromagerie Bergeron,FromagerieBergeron,4,
130089073850223,Impressions of Algonquin,ImpressionsOfAlgonquin,4,
130272663690996,Shaw Direct Satellite TV,shawdirectsatellite,4,
130494087023400,Fondation Mira,fondationmira,4,
130660530344466,680 CJOB,680CJOB,4,media
1308266812520150,The Worship Project,worshiprojectoronto,4,
130934160317794,Fort McMurray Today,FortMacToday,4,media
131225350342986,Infuse magazine,Infusemagazine,4,
131523506889893,National Kitchen & Bath Association (NKBA),thenkba,4,
131602424169035,Oxfam en Español,OxfamEs,4,
131713693559419,The Ottawa Hospital - L'Hôpital d'Ottawa,OttawaHospital,4,
131812186889185,Laurence Jalbert - Page officielle,pageofficielle.laurencejalbert,4,
131885866912145,Uniprix Marc Dontigny,uniprixmarcdontigny,4,
1322551524527282,Service de police de la Ville de Saint-Eustache,PoliceSaintEustache,4,
1323627617769877,Ben Platt,BenPlattOfficial,4,
132466863449153,LesPAC,LesPAC,4,
132694433574130,PS5Fans,PS5fansofficial,4,
133241276725917,Schneiders,Schneiders,4,
133765256649076,CurlingZone,CurlingZone,4,
134492526613073,MEC,mecpleinair,4,
134571176638205,One Tree Planted,onetreeplanted,4,
134592973261866,TVA Est-du-Québec,tvaestduquebec,4,media
134997773246639,Ontario's Blue Coast,tourismsarnialambton,4,
135512586470521,webSaver.ca,websaver,4,
135626609792269,97.7 ROCK Grande Prairie,977RockGP,4,
135647609838219,ElderDog Canada Inc,ElderDog,4,
135802539816233,musculation-prise-de-masse.com,musculation.prise.de.masse,4,
136450477463,Zaytoven Beatz,digitaldope,4,
1364755713653647,QNS إستراحة,quiznightshow10,4,
137269470015568,Teangle,teanglematcha,4,
1374834242795629,RallyeAttack21,RallyeAttack21,4,
138264952904347,Zed 98.9 Red Deer,ZED989,4,
138859122957422,Spotted: Vanier College,SpottedVanier,4,
138872876137319,Eyes On Walls,EyesOnWalls,4,
139301593679,Scrapbook & Cards Today,ScrapbookAndCardsToday,4,
1393912177539465,Keurig,keurig.ca,4,
1397293583869443,High Commission of Canada in Mozambique,CanadainMozambique,4,
139880532763,Monique Giroux,moniquegiroux2,4,
140084176009847,Hamilton Health Sciences,HamHealthSci,4,
1404430106517304,Nova Scotia Health,NovaScotiaHealthAuthority,4,
1407509446184327,Victory Bulldogs,VictoryBulldogs,4,
14107336626,Vancouver Police Department,VancouverPoliceDepartment,4,
1413252425647723,Taimiyyah Zubair,TaimiyyahZubair,4,
1416316801929640,Brandon Police Service,BrandonPolice,4,
142137909216737,Vileda Canada,viledacanada,4,
1421843958111769,Campbell Immigration,CampbellCGVN,4,
1424613367845715,BaitCloud,BaitCloud,4,
1430648807010572,Rico Nasty,OfficialRicoNasty,4,
143337365679064,l'Orée du Bois,Oreedubois,4,
1434400273462066,Punkodelish Photos,punkodelish,4,
143557452341555,Kinzo – Loto-Québec,KinzoLotoQuebec,4,
1438783759687259,Nomad Junkies,NomadJunkies,4,
143944005637670,Covey Basics,CoveyBasics,4,
1439666849589824,Chien Mondain,ChienMondainQC,4,
1441737812769462,Andrea Brooks,andreabrooksactor,4,
144218599781745,Saron Gebresellassi,sarongeb2020,4,
1442653902499235,Mama Misfit's Cheesecakery,mamamisfitz,4,
144739965614660,CIJA,cijainfo,4,
144814892247195,"Joe Beeverz Canadian Pub - Brandon,MB",joebeeverz,4,
1448161262079834,Tim Moen for Parliament,VoteTimMoen,4,
1448821481894679,Québec Proud,QuebecProud,4,
144904686181705,King George Acquah,Kinggeorgeacquah,4,
1450152225226328,Andrew Wiggins,officialandrewwiggins,4,
145300652944,La Cordée Plein Air,lacordee,4,
145341406028,Sunrise Records,sunriserecords,4,
1454380921279800,South Simcoe Machine,southsimcoemachine,4,
1456395551244302,NZP Chasers,NZPChasers,4,
1459728340837829,Yellow Vest Movement Ontario,01OO1O,4,
1459853480981004,Let's Build Canada,LetsBuildCanada,4,
1463618120525063,Just Another Edmonton Mommy,justanotheryegmommy,4,
1470979609838972,Andrew Faas,andrewjfaas,4,
1472554992794463,Yala BRO,yalabro4,4,
14736084703,D.O.A.,DOAPUNK,4,
147587290330,BIG 105,BIG105RedDeer,4,
1482070845446813,United Firefighters of Winnipeg,uffw867,4,
148279203291,Quartier Petit Champlain,quartierpetitchamplainquebec,4,
1482904275260376,El Rey Leon - Mexico,ElReyLeonMexico,4,
1484309211821920,Shopé,allofshopeofficial,4,
148985211785280,Les Anticipateurs,lesanticipateurs,4,
149729108381804,Station touristique Stoneham,skistoneham,4,
150185441814707,NB Parks/Parcs N.-B.,ParcsNBParks,4,
150318548422896,Animal Protection Party of Canada,AnimalProtectionParty,4,
1503534673054497,Be More Chill,BeMoreChillMusical,4,
151020326806,CHUM,chum.montreal,4,
151031428275052,Saskatchewan Country CKBI,900ckbi,4,
1511665629060276,Expand Furniture,ExpandFurniture,4,
1512816778968113,101.5 myFM,1015Orangeville,4,
1517724018531058,They Call Me Blessed - Homeschool Moms Community,theycallmeblessedblog,4,
1522162571382952,Oceana Canada,OceanaCanada,4,
152310395266707,Catholic Conscience,CatholicConscience.org,4,
152425841435406,Iraqi Canadians - العراقيون في كندا,iraqis.in.canada,4,
152993161411543,Hayabusa Fight,HayabusaMMA,4,
153656241359641,Bar Laitier L'Étoile Polaire,barlaitierletoilepolaire,4,
153765941307784,Préma-Québec,prema.quebec,4,
1540666076147185,Finetone Music,Finetonemusic,4,
154191255514,Mount Washington Alpine Resort,MountWashington.ca,4,
154373274735652,My Pet's health - Mon animal en santé,mypetshealthcanada,4,
154450024654,BC Teachers' Federation (BCTF),BCTeachersFederation,4,
154513874562283,Nautilus Plus,nautilusplus,4,
154648134557125,City Furniture & Appliances,cityfurnitureca,4,
154738461718754,Trifantasy,Trifantasytrio,4,
155137488305766,Ohana Applique Designs,OhanaAppliqueDesign,4,
1551879461712743,BroadbandTV Brasil,bbtvbrasil,4,
1555846474652468,Hugo Dumas,hugodumas,4,
1557144857874389,PrinceAlbert Spca,PASPCA,4,
1559237374398082,Espuela Design Co,espueladesignco,4,
156272521082180,Lindsay Schoolcraft,schoolcraftofficial,4,
1563318063911559,Direct Action Everywhere Toronto,DXEToronto,4,
1564127637243448,Quran Daily,QuranDaily17,4,
156926913475,Spa Nordic Station,NordicStation,4,
1571499289801044,Experiencity Canada,ExperiencityCanada,4,
1575298646027912,الكوخ للاطفال - المنصور,alkookhbabystore,4,
157689697621819,Liquidation Furniture & More,QLivingFurniture,4,
1578302969076664,Veena Thambaps,veenathambaps,4,
158111644226703,DeSerres,DeSerresCanada,4,
158850997463187,La Zone Jeunesse de Radio-Canada,lazonejeunesse,4,
158995857491979,Brault & Martineau,braultetmartineau,4,
1592767184268562,Asham aka Gyal Ediot,UnaayKnw,4,
159563467484867,MEG MAC,MegMacMusic,4,
159898817785943,Mathieu Dufour,mathduff,4,
1612442435646993,Westminster Savings,westminstersavings,4,
161244797231140,Tourisme Rivière-du-Loup,tourismerdl,4,
161402733888455,99.9FM The Fox - Sarnia,foxfmsarnia,4,
1616631025234134,Contant,contantgroupe,4,
1617753965111540,Oil & Gas Strong,OilandGasStrong,4,
161836713638,Pioneer Log Homes of British Columbia,PioneerLogHomesBC,4,
161900690506167,Kalden Bess,kaldenbess,4,
162648970441623,Canadian Tulip Festival - Festival canadien des tulipes,CanadianTulipFestival,4,
1626969337624833,Rebecca Rain,rebeccarainmusic,4,
162715043755503,Kamloops Best Rock 98.3 CIFM,983Cifm,4,
162771533862333,Portuguese E-Cards,PortugueseECards,4,
1627971163955515,Roopi Gill,iRoopiGill,4,
162994537776184,Olives from Spain - Canada,OlivesfromSpainCA,4,
163077080380703,Sonia Benezra,SoniaBenezraPageOfficielle,4,
163184140529,Niagara this Week,NiagarathisWeek,4,
163227847066396,Cinémas Guzzo,PageCinemasGuzzo,4,
163908270301468,Sony Music Australia,SonyMusicAU,4,
1640213986214892,Néomédia Vaudreuil-Soulanges,neomediavaudreuilsoulanges,4,media
1642874722485410,Atiku Presidential Campaign 2019 Canada chapter,ForNigeriaByNigerians,4,
164381760344770,INP - HB,inphb.polytech,4,
1644953172474897,Global Dairy Platform,GlobalDairyPlatform,4,
164663246922610,Salon Maternité Paternité Enfants,salonmaternitepaterniteenfants,4,
164666520239941,La Boite à Grains,laboiteagrains,4,
1652122721737952,Three Six Zero Salon & Spa,threesixzerosalon,4,
1652867711621906,بيت السكري,diabeteshouse,4,
165365497293358,Ayub Yusuf Sakiin,ayubsakiin,4,
165377653473538,Kristina Maria,kristinamariamusic,4,
1656015438003537,Alan Frew,alanfrewglasstiger,4,
1656723277961991,Young Nudy,youngnudy,4,
165911043462459,Justice Centre for Constitutional Freedoms,justicecentre,4,
166207053434723,Leon's Owen Sound,leons.owensound,4,
166652813357464,Guru Nanak Sikh Gurdwara,surreygurdwara,4,
1671249576451978,Preparation for the coming of Christ,hopemagdoline,4,
167559993283868,Nature Québec,naturequebec,4,
167903446705585,Gokulam Tamil Radio,GokulamTamilRadio,4,
168689413784944,Africa Web MEDIA,africawebmedia,4,
1689917991102018,Lamariettekah,Lamariettekah,4,
1693066060906975,AstroBackyard,astrobackyard,4,
169411579774689,Frankie Flowers,askfrankieflowers,4,
1695498577434112,Momeaz,momeazshop,4,
1696723193966421,Les Courses Virtuelles,lescoursesvirtuelles.ca,4,
169721890084592,"YAHushua Ha Mashiach - SON of YAH Is Coming In Power, Majesty & Great Glory",YAHUSHUAISCOMING,4,
1700192423531934,Madreckless,IAMMADRECKLESS,4,
1702961656589339,MadLipz,madlipzapp,4,
17030408508,Clearly.ca,Clearly.ca,4,
170525592978585,XL 103 Calgary,xl103,4,
1705963463050686,VANESSA MANUNGA,vanessamanunga27,4,
171441359570048,Regional Animal Protection Society,RegionalAnimalProtectionSociety,4,
171664336193359,Exceldor,Exceldor,4,
171772856187863,Today's Best Music K945,k945moncton,4,
1719278291625560,Lethbridge News Now,lethbridgenewsnow,4,media
172170566310999,Daisy Ejang,daisyejangh,4,
172171052796314,Northern British Columbia,NorthernBC,4,
1730799290498727,unitedethiopian.tube,Talkewaethiopia.tube,4,
1731335487101721,Visages Régionaux,visagesregionaux,4,
1732332667054265,Gambit,Gambitpsytrance,4,
173370029372845,Chocolat Lulu,ChocolatsLulu,4,
173606589323289,Les Promenades Gatineau,lespromenades,4,
1739342496365638,Letras Anonimas,iLetrasAnonimas,4,
1742308702650333,Parkdale Burger,parkdaleaddis,4,
175619152473754,104.1 The DOCK,1041thedock,4,
175723516703042,Carnation Cambodia,CarnationCambodia,4,
175894769251317,Collectif Canadien Anti-Islamophobie,Collectif.Canadien.Anti.Islamophobie,4,
176113512593399,SKIO Music,skiomusic,4,
176392509100415,Seb Trudel,sebastientrudelradio,4,
176670866583801,Cirque du Soleil AXEL,CirqueduSoleilAXEL,4,
176907966183,Info Dimanche,infodimanche,4,media
177182729145180,"Town of Grand Falls-Windsor, Newfoundland and Labrador",GrandFallsWindsorNL,4,
178035792232618,Galeries Rive Nord,galeriesrivenord,4,
178189705911021,99 Whiskers,99Whiskers,4,
179092685463018,Hockey Training,officehockeytraining,4,
179224494489,Anathema Photography,AnathemaPhoto,4,
179683268788563,Pro-Fab,GroupeProFab,4,
179692335386110,Tours Amérique,ToursAmerique,4,
1797634853791043,Official: Bad Blood,badbloodseries,4,
1801669646773077,NTV Second Chance,NTVSecondChance,4,
1802669549955538,Dazoodfutbol,dazoodfutbol,4,
1803037899990711,Edgar Durazo,edgardurazo,4,
180771858700361,The Bullvine,TheBullvine,4,
1812264282416932,Jass cheema,urzjass,4,
181598781850656,Foodland Ontario,FoodlandOntario,4,
181755512177645,Deborah Dworshipper,deborahdworshipper,4,
181809888563004,Occupy Calgary,OccupyCalgary,4,
182300805171278,The Publican House Brewery,PublicanHouse,4,
1828074540755107,puppyteeth,puppyteeth,4,
1829335663977774,Cove Kombucha,Covekombucha,4,
1837802842909988,Jang,therealjang,4,
183791338475537,BVC Network,BVCNetwork,4,
183827335100,CORDURA® Brand Fabric,CORDURABrand,4,
183960638315241,IDC Dermo,idc.dermo,4,
1840536329290260,Limitless Core,limitlesscore1,4,
184391164917258,Fédération des Québécois de souche,Fquebecoisdesouche,4,
1846873308906653,Canada Visa Express,CAVisaExpress,4,
184955381563097,JDRF Canada,JDRFCanada,4,
1863789933891583,Black people who invest in the stock market,theblackstockmarket,4,
186704311429608,SkipTheDishes,skipthedishes,4,
187977295136153,III% Community,IIIOECommunity,4,
188085624664234,Alain Therrien,AlainTherrienLaPrairie,4,
1882298548695557,GÉGÉ - Géraldine Lamarche,GegeGeraldineLamarche,4,
188349141198246,Klô Pelgag,klopelgag,4,
188658174874772,Skinhub,skinhubcom,4,
188829609927,Apple Saddlery,AppleSaddlery,4,
189119558326,France.fr,CA.France.fr,4,
1896054917294288,Okay memes,OKAYMEMEZ,4,
1897573503875220,RAMA MEDIA,RAMAETHIO,4,
190066337703907,La Source Bains Nordiques,lasourcebainsnordiques,4,
190240341056216,Boston Pizza Québec,BostonPizzaFr,4,
191129438051681,Vendors4hire,vendors4hire,4,
1931607713591634,ਟਰੱਕ ਡਰਾਈਵਰ ਵਿੰਨੀਪੈਗ ਦੇ,dhillon.punja,4,
193212447403691,Dr. Patrick Isaac,drpatrickisaac,4,
193259340828107,Burger King Canada,BurgerKingCanada,4,
193313102322,96.3 BIG FM,963bigfm,4,
193350008771,"Nobody Dates Anymore, Everybody has a ''Thing"" with someone",Baetutors,4,
193682333979979,Soulection,Soulection,4,
193862501581,Gaiaisi - Gaia's Eye - Gaia is I,Gaiaisi,4,
1940039712940400,Leduc Lethwei,LeducLethwei,4,
1944664602523301,Banka Sidhu,bankasidhu,4,
195957793919626,Instant Weather Saskatchewan,InstantWeatherSK,4,
19598830896,Ralph Goodale,ralphgoodale,4,
196119774560761,Igorota Vlogger,igorotavlogger,4,
19630531704,Art Of Dying,artofdying,4,
196439890402849,B-93,AllHitsB93,4,
196970347065451,Aliments du Québec,alimentsduquebec,4,
197279145002,amanie // illfated,amanieillfated,4,
197284317472527,MAMMOUTH tqc,MAMMOUTH.tqc,4,
1973276679642319,NL Strong,StrongNL,4,
197789706906709,VIA Rail Canada,viarailcanada,4,
1982045645381726,Ethiopiawinet,ethiopiawin,4,
198596925067,1991,1991lefilm,4,
199173773492025,Sento Spa,Sentospa.ca,4,
199238813612533,Location Lauzon Amos,locationlla,4,
199400886814667,Treetop Trekking,treetoptrekking,4,
199664743554697,Ottawa Paramedic Association,ottawa.paramedics,4,
199888903387945,Lucknow's Music In The Fields,lucknowsMITF,4,
200219064607,Cityline,Cityline,4,
200418119985339,Scotties Facial Tissue,ScottiesTissues,4,
200711649941410,Cynthia Dulude,CynthiaDuludeMaquillage,4,
200769573919,Luxury Retreats,luxuryretreats,4,
2035580169895290,Coastal GasLink Project,coastalgaslink,4,
203682407196,Dekaron,DekaronPapaya,4,
2038256776406407,Tierra Whack,TierraWhackMusic,4,
204076236325034,Fondation québécoise du cancer,fqcancer,4,
204533686258917,Whitehorse,WeAreWhitehorse,4,
204688826210421,Belmont Sobeys,BelmontSobeys,4,
205200179606667,Timmins Flower Shop Inc,timminsflowershop,4,
205651389016,Mix 103.7 fm,mix1037radio,4,
205943942964,Meridian Credit Union,MeridianCreditUnion,4,
206008399505861,Bluewater Health,bluewaterhealth,4,
206300199843546,Random Boutique - Alisha Schmidt,Rand0mBoutique,4,
2070790459861719,Frisk India,iFriskIndia,4,
207306969338098,Lactantia,lactantiadairy,4,
20747390066,Jeffery Straker,jeffery.straker.music,4,
207574622605460,Kinobody,kinobodyfitness,4,
2084817035144310,OLCN Chase the Ace,olcnchasetheace,4,
2085059405097698,Memes for a meme’d life,uthinkthisisagame,4,
209146684664,"Air North, Yukon's Airline",airnorth,4,
2093858010898057,NANO,Nanoqualite,4,
20987831425,Philip Sayce,PhilipSayceMusic,4,
21057090843,Humble The Poet,HumbleThePoet,4,
211778662175969,Examine.com,Examinecom,4,
212589134405,Global Pet Foods,globalpetfoods,4,
212654145426355,Brasserie Fleurimont,brasseriefleurimont,4,
212863411564,Jónsi,iamjonsi,4,
212970815434350,Restaurant Chicking,RestaurantChicking,4,
213793269065,Cape Breton Post,thecapebretonpost,4,media
214982605206718,Boulangerie St-Méthode,boulangeriestmethode,4,
2154434471438945,"MarocUnivers.com - Cuisine, Santé et Bien-être",MarocUnivers1,4,
215456398881055,Abwaan Abdilahi Sh Ahmed Carafaad Daadax,abwaancarafaad,4,
216785631785902,Mustapha Slameur,LeSlamDeMustapha,4,
217842021568030,Ecoute Ton Corps,ecoutetoncorps,4,
218942341504026,Maurais Live - Radio X,MAURAIS.LIVE,4,media
219223568140229,Mr. D,CBCMrD,4,
220608461659508,The Kidney Foundation of Canada-Ontario Branch,KidneyOntario,4,
2215333488686146,QUB Radio,qubradio,4,media
2223128504670587,Authentic Memes 4 Radical Teens,AM4RT,4,
222450487898376,Spotted: Brossard,spottedbro,4,
222693644506266,Parti conservateur du Québec,PartiConservateurDuQuebec,4,
222978035106318,YNM Weighted Blanket,ynmhome,4,
223902101290548,Ghostbusters,GhostbustersSosFantomesCanada,4,
2283679191876927,സ്നേഹക്കൂട്,snehakoodu01,4,
2303430469718002,Adamo Beats & Entertainment,adamobeatsandentertainment,4,
231145640398659,Crazy Compression,crazycompression,4,
2324536444466769,Daily Funny,DailyDoseFunny,4,
2325086861104625,Hadjer interests,Algerianjewelery,4,
233885723378620,"Définitivement, Pierre.",DefinitivementPierre,4,
235946686490257,Change Alberta,changealberta,4,
236309322082,Groupe Yvon Michel - GYM,groupeyvonmichel,4,
23809659966,Grapplearts,Grapplearts,4,
239106374115,Bibliothèque et Archives nationales du Québec / Grande Bibliothèque,banqweb20,4,
239409293475081,TanZ News Morocco  أخبار جزيرة شكربكربن,TanZ.News.Morocco,4,
2405627229463105,Shaker St-Hyacinthe,shakersthyacinthe,4,
24158329932,SavvyMom,savvymom,4,
242062540246,WillOm Light Path,Will1Love,4,
242079006274865,Canadian Coast Guard,CanadianCoastGuard,4,
242287549221069,Sean McColl,seanmccoll1987,4,
245518415487,SnowTrax Television,snowtraxtv,4,
246940718666410,Dirty Frazier,DirtyFrazierHipHop,4,
247733998652134,Nova Scotia Fisherman Skincare,NovaScotiaFisherman,4,
247885609036347,Daytona Homes Saskatoon,DaytonaHomesSaskatoon,4,
248132900755,Subway Canada,SubwayCanada,4,
248909158641649,Tổng lãnh sự quán Canada tại TP. Hồ Chí Minh,CanadaTaiHochiminh,4,
250422661057,Simon Leblanc,simonleblanchumoriste,4,
254400736372,Le Nord-Côtier,LeNordCotier,4,media
255618694556278,African Women Acting (AWA),AfricanWomanActing,4,
256630567785755,Spicer Cole Fine Jewellers,spicercole,4,
258161310887656,CTV Morning Live - Saskatoon,CTVMorningLiveSaskatoon,4,media
258889977469621,Service de police de la Ville de Gatineau,policegatineau,4,
259832831214,When I was little I would mix together bath products and call them potions!,MixingPotions,4,
260096427365655,Christopher Dodds Nature Photographer,chrisdoddsphoto,4,
260916647572,Le Domaine Shannon,domaineshannon,4,
26232819127,Sarah Harmer,sarahharmermusic,4,
263178824278798,Conservateur De La Tunisie,CDTunisie,4,
263360437855163,PY1,py1experience,4,
264081973653866,Ça c'est drôle,cacestdrole,4,
264201420383102,Jambo News Channel,JamboNewsChannel,4,
266293733509,Croisières AML,pagecroisieresaml,4,
266400410179802,Hardy Nutritionals,gethardy,4,
267344670041592,Construction MF Guillemette,ConstructionMfGuillemette,4,
267412046739882,ALDO Shoes - Thailand,AldoThailand,4,
268804426855860,Æsir and Vanir,Jarl.Vidarr,4,
270403172997117,Aliments Roma Foods,alimentsromafoods,4,
270652333269023,Stolen From Somewhere II,StolenFromSomewhereII,4,
270689886444866,Sea-Doo,SeaDooFrance,4,
270720653892,Calgary Stampede First Nations Princess,CSfirstnationprincess,4,
27083197531,Saliva,Saliva,4,
271182322936022,Ontario SPCA Leeds & Grenville Animal Centre,ospcalgb,4,
271676496249273,Club de Golf St-Jean-de-Matha,golfmatha,4,
27180654596,UFCW Canada,ufcwcanada,4,
272043339500845,Klei Entertainment,kleientertainment,4,
272525092897172,DaMainSource,Damainsource,4,
27324644546,Arcadio Marcuzzi,arcadiomarcuzzi,4,
274496912223,Pet Valu,petvalu,4,
275149173238368,WalkAway Campaign Canada,walkawaycampaigncanada,4,
275726299337,Le Capucin Inc.,BoutiqueLeCapucin,4,
277398595940412,Norwood Portable Sawmills,NorwoodSawmillsAustralia,4,
277649252336421,My Singing Monsters,MySingingMonsters,4,
281806362199279,Atlantic Boychoir,AtlanticBoychoir,4,
283135783482,TorontoMuslims.com,TorontoMuslims,4,
283759343997,Tourisme Montérégie,tourisme.monteregie,4,
286232634883272,Tony Keo Page,TonyKeoPage,4,
28672880370,Bonnie Crombie,bonniecrombie,4,
286871771723337,Hot & Fit Single Women,hot.and.fit.single.beautiful.ladies,4,
288157034567477,Thunder Dungeon,ThunderDungeon,4,
289336711125506,Windsor Police Service,Windsor.Police.Service,4,
292569211402191,Make Trudeau A Drama Teacher Again,realjustintrudno,4,
293196517375992,Brittany N Bros,brittanynbros,4,
293694870817067,Our Daily Bread,ourdailybreadcanada,4,
29428212272,Georges Laraque,bgl27,4,
295591647466030,Actualité Humour HR,Actualitehr,4,
298121166969699,National Cupcake Day for SPCAs & Humane Societies,nationalcupcakeday,4,
301414489891800,YoWorld,YoVille,4,
302209140195059,Saade Aale/ JORA 10 Numbaria,jora10numbaria,4,
302384992539,Peterborough Humane Society,PTBOHumaneSociety,4,
302864096475059,Invictus Entertainment Group,InvictusEntertainmentGroup,4,
303315496357315,20th Century Studios Canada,20thCenturyStudiosCanada,4,
303371149759254,Rental Escapes,RentalEscapes,4,
303650243057372,Revelstoke,TourismRevelstoke,4,
305677206120192,Pronature Canada,PronatureCanada,4,
306441566217777,Ruby Sahota,rubysahotalib,4,
307525860425,English Montreal School Board,EnglishMTL,4,
308909342552559,The Leafs Nation,tlndc,4,
309260722986072,Ancient history of oromoo,ebisaahusen,4,
31162670208,NOW Magazine,nowmagazine,4,media
311677828258,Jack Astor's Bar and Grill,jackastors,4,
311760218869229,Bruno Major,MrBrunoMajor,4,
311925538621,Restaurant Twist,restauranttwist,4,
313499695512194,Black Lives Matter - Toronto,blacklivesmatterTO,4,
315191602131,Storeytown Cottages,storeytowncottages,4,
315607641931390,Sensenig's Landscape Supply,SensenigsLandscapeSupplies,4,
316535498864860,Kalbinizin Güneşi,KalbinizinGunesi,4,
316627528373625,Le Festif de Baie-Saint-Paul,lefestif,4,
320166845163293,Thriving Tress,ThrivingTress,4,
320972764687866,WOLF,paintballwolf,4,
321683375146,Ria Mae,riamaemusic,4,
322801111620,Complètement Poireau,completementpoireau,4,
322865151150019,Chasing Summer Music Festival,chasingsummerfestival,4,
324245664324381,Didar Sandhu,didarsandhuofficial,4,
325800669484,Get Largemouth,getlargemouth,4,
326589857376225,Ordre des pharmaciens du Québec,OrdredespharmaciensduQuebec,4,
327093697453179,Classic Rock Z97.9,ClassicRockZ979,4,
327544363956631,Cricket Memes,cricketmemes,4,
333111853412235,AspenClean,aspenclean,4,
338671756196561,برزه - وفيات,Barzeh3,4,
339171973365770,Fair Path Forward,fairpathforward,4,
34364863261,Andreanne A. Malette,andreanneamalette,4,
344115775690189,BarBurrito Canada,BarBurritoCanada,4,
347528318654364,Jasper National Park,JasperNP,4,
349561555109272,HSAA - Health Sciences Association of Alberta,HSAAlberta,4,
350330565057330,"Mont-Orignal, coopérative de solidarité",MontOrignalCooperativeDeSolidarite,4,
352347774848826,Cyprinus,CyprinusTackle,4,
353868144699748,Ontario Paramedic Association,OntarioParamedicAssociation,4,
354653777706,Closet Cooking,ClosetCooking,4,
356033684814157,Boy Toyin,boytoyin,4,
357287941030985,Ils en Fument du Bon,Ilsenfumentdubon,4,
35978710447,WOK BOX - Fresh Asian Kitchen,wokboxsocial,4,
367264510312510,Griselda Records - #gxfr,GriseldaxFR,4,
367760403256958,Wolverine Supplies,WolverineSupplies,4,
368245796592163,Peterborough Police Service,PtboPolice,4,
36886331256,سهراب سپهری Sohrab Sepehri,sohrabsepehriofficial,4,
370569706697,Showcase - Home Of The Hottest Trends,shopatshowcase,4,
371260986301489,Islamic Relief Canada,islamicrelief.canada,4,
37326956740,840 CFCW,840CFCW,4,media
374855022606031,Llevo PERU en mi Corazón,PeruEnMiCorazon,4,
374972922543747,BlackburnNews Windsor-Essex,blackburnnewsessex,4,
377625007887,Transports et infrastructure au Canada,TransportsetInfrastructureauCanada,4,
378831002175138,Spotted : Saint-Georges de beauce,SpottedSaintGeorgesBeauce,4,
380233215386658,L’art différent du recyclage  - Different Recycle creative craft,LartDuRecyclageRecycleCreativeCraft,4,
382463415216121,Musée pour Enfants,MuseePourEnfants,4,
38505709971,Kingston Police,KingstonPolice,4,
385478055383841,EA Youtube Updates and Policies,EAJAZZChannel,4,
386239081739593,Rosalie Bonenfant,rosiebonenfant,4,
397323114018726,Gray Matter,graymattergifts,4,
397807176974369,Canadian Firearms Network,CanadianFirearmsNetwork,4,
40218033049,93.3 myFM,933myFM,4,
402409753299372,Top Dawg Entertainment,topdawgent,4,
403522630215788,Glow Halifax,GlowHalifax,4,
405106386213260,Red Barrels,RedBarrels,4,
405118032926037,Kleinfeld Canada,KleinfeldCanada,4,
405998122813357,Trust me. . I'm a Pharmacist,youngepharmacist,4,
411648352218391,Leendadproductions,Leendadproductions,4,
414454151943763,International Delight Canada,InternationalDelightCanada,4,
414919978526729,Madeline Merlo,madelinemerlo,4,
415331385231582,DIY Garden and Crafts,DiyGardenAndCrafts,4,
416864705058461,Minecraft: Pocket Edition,MinecraftPENews,4,
41881016652,Aritzia,aritzia,4,
418945928193992,Plantskydd Deer Rabbit Vole Repellent,PlantskyddDeerRepellent,4,
419679184710009,Sloche,Slocheofficiel,4,
425486134685226,Khan G,ahmedalikhan0,4,
426690654076742,Land & Sea,landandseanl,4,
429298763807828,اشقيفة لاستيراد السيارات,SHAGIFACARS,4,
430703624167333,Cinchknight's Meme Stash,cinchs.meme.stash,4,
432391350109480,Delphi Metals,DelphiMetals,4,
43857014889,Occasion en Or,OccasionenOr,4,
439863709546744,DholCentral,dholcentrl,4,
441127682643029,Kelly Krow,theonlyonekellykrow,4,
442823002592906,Jobanjit Singh,official13joban,4,
445613178938941,STVW,stvwmusic,4,
452637668406663,Salon de l'apprentissage,salondelapprentissage,4,
460310430800051,Les produits de MaYa,lesproduitsdemaya,4,
463190083703601,Tree for Boston,TreeForBoston,4,
470712372997242,Darkest Dungeon,DarkestDungeon,4,
478252255864576,Danser pour gagner,DanserPourGagner,4,
486349858201710,Radio NL,radionlkamloops,4,media
486881304675029,Prime Time Local News,PrimeTimeLocalNews,4,media
490317167751067,CNRP Toronto Canada,cnrptoronto,4,
490816987639575,Beautiful Black Babies,BlackBabiesplus,4,
49591603438,Tropic Isle Living,tropicisleliving,4,
